locality,bhk,price_lakhs,area_sqft,furnishing_status,facing,status,floor,parking,bathroom,city,price_per_sqft,price_segment,affordability_score
Virar,3,28.87,1186.0,Furnished,West,Under Construction,21,1,2,Mumbai,2434.23,Affordable (<50L),98.6
Kharghar,2,41.96,845.0,Unfurnished,South,Under Construction,23,0,3,Mumbai,4965.68,Affordable (<50L),97.8
Vashi,4,234.56,1173.0,Unfurnished,South,Ready to Move,4,1,2,Mumbai,19996.59,Luxury (2Cr+),84.8
Nalasopara,1,11.68,866.0,Semi-Furnished,North,Ready to Move,3,2,1,Mumbai,1348.73,Affordable (<50L),99.8
Borivali West,5,246.02,1478.0,Unfurnished,West,Ready to Move,22,0,3,Mumbai,16645.47,Luxury (2Cr+),84.0
Vasai,3,38.07,1301.0,Unfurnished,South,Ready to Move,13,0,3,Mumbai,2926.21,Affordable (<50L),98.0
Andheri East,2,145.3,957.0,Semi-Furnished,West,Ready to Move,17,1,2,Mumbai,15182.86,Premium (1-2Cr),90.8
Ghatkopar East,5,290.9,1265.0,Unfurnished,South,Ready to Move,4,1,1,Mumbai,22996.05,Luxury (2Cr+),81.0
Lower Parel,3,260.78,1104.0,Unfurnished,West,Ready to Move,28,2,3,Mumbai,23621.38,Luxury (2Cr+),83.0
Malad West,1,42.8,739.0,Semi-Furnished,South,Ready to Move,10,0,3,Mumbai,5791.61,Affordable (<50L),97.7
Kalyan,2,40.22,988.0,Furnished,South,Ready to Move,13,0,3,Mumbai,4070.85,Affordable (<50L),97.9
Kurla,3,92.57,1300.0,Unfurnished,East,Ready to Move,26,0,2,Mumbai,7120.77,Mid-Range (50-100L),94.4
Kandivali West,5,209.98,1548.0,Furnished,West,Ready to Move,11,0,2,Mumbai,13564.6,Luxury (2Cr+),86.5
Bandra West,2,255.48,1057.0,Furnished,West,Under Construction,9,0,3,Mumbai,24170.29,Luxury (2Cr+),83.4
Airoli,4,128.51,1267.0,Furnished,North,Under Construction,29,2,2,Mumbai,10142.86,Premium (1-2Cr),91.9
Andheri East,4,323.93,1373.0,Furnished,West,Under Construction,25,1,2,Mumbai,23592.86,Luxury (2Cr+),78.8
Andheri East,3,242.08,1103.0,Furnished,South,Under Construction,15,0,1,Mumbai,21947.42,Luxury (2Cr+),84.3
Thane East,1,31.86,896.0,Furnished,North,Under Construction,29,2,2,Mumbai,3555.8,Affordable (<50L),98.4
Bandra West,3,573.46,1245.0,Unfurnished,West,Under Construction,27,2,2,Mumbai,46061.04,Luxury (2Cr+),62.0
Ghatkopar West,1,56.47,719.0,Unfurnished,South,Under Construction,29,2,1,Mumbai,7853.96,Mid-Range (50-100L),96.8
Mira Road,3,78.68,1206.0,Furnished,West,Ready to Move,26,0,2,Mumbai,6524.05,Mid-Range (50-100L),95.3
Vasai,2,38.61,1071.0,Unfurnished,South,Ready to Move,28,1,3,Mumbai,3605.04,Affordable (<50L),98.0
Thane West,3,116.85,1132.0,Semi-Furnished,South,Under Construction,5,0,2,Mumbai,10322.44,Premium (1-2Cr),92.7
Goregaon East,5,227.14,1827.0,Unfurnished,East,Under Construction,13,2,2,Mumbai,12432.4,Luxury (2Cr+),85.3
Chembur,5,269.02,1329.0,Furnished,West,Under Construction,18,2,2,Mumbai,20242.29,Luxury (2Cr+),82.5
Nerul,1,53.71,701.0,Semi-Furnished,West,Ready to Move,15,2,2,Mumbai,7661.91,Mid-Range (50-100L),97.0
Chembur,1,54.74,839.0,Furnished,West,Under Construction,13,2,3,Mumbai,6524.43,Mid-Range (50-100L),96.9
Kandivali West,3,83.97,1355.0,Unfurnished,South,Under Construction,23,2,3,Mumbai,6197.05,Mid-Range (50-100L),94.9
Vasai,2,31.05,916.0,Furnished,East,Ready to Move,22,1,3,Mumbai,3389.74,Affordable (<50L),98.5
Panvel,2,66.74,1015.0,Semi-Furnished,West,Under Construction,6,0,2,Mumbai,6575.37,Mid-Range (50-100L),96.1
Dahisar,3,127.22,1387.0,Semi-Furnished,South,Ready to Move,1,1,3,Mumbai,9172.31,Premium (1-2Cr),92.0
Virar,2,42.19,1167.0,Unfurnished,South,Ready to Move,10,2,3,Mumbai,3615.25,Affordable (<50L),97.7
Worli,2,445.62,852.0,Furnished,East,Ready to Move,20,2,2,Mumbai,52302.82,Luxury (2Cr+),70.6
Panvel,2,47.08,707.0,Furnished,North,Under Construction,6,2,2,Mumbai,6659.12,Affordable (<50L),97.4
Ghatkopar East,2,54.84,1119.0,Unfurnished,West,Ready to Move,3,0,3,Mumbai,4900.8,Mid-Range (50-100L),96.9
Malad East,2,84.02,1195.0,Unfurnished,North,Ready to Move,2,1,3,Mumbai,7030.96,Mid-Range (50-100L),94.9
Dadar,2,222.51,1134.0,Unfurnished,West,Under Construction,23,0,2,Mumbai,19621.69,Luxury (2Cr+),85.6
Borivali West,2,73.25,947.0,Semi-Furnished,East,Under Construction,20,1,1,Mumbai,7734.95,Mid-Range (50-100L),95.7
Vikhroli,1,35.24,852.0,Unfurnished,North,Ready to Move,12,0,1,Mumbai,4136.15,Affordable (<50L),98.2
Dadar,4,265.13,1444.0,Furnished,South,Ready to Move,4,0,3,Mumbai,18360.8,Luxury (2Cr+),82.8
Airoli,3,103.48,1144.0,Semi-Furnished,West,Under Construction,20,1,1,Mumbai,9045.45,Premium (1-2Cr),93.6
Mulund West,3,173.11,1475.0,Unfurnished,South,Under Construction,26,1,3,Mumbai,11736.27,Premium (1-2Cr),88.9
Powai,1,92.09,647.0,Semi-Furnished,West,Ready to Move,8,2,3,Mumbai,14233.38,Mid-Range (50-100L),94.4
Kandivali East,3,85.39,1445.0,Unfurnished,South,Under Construction,11,2,3,Mumbai,5909.34,Mid-Range (50-100L),94.8
Worli,2,528.03,1142.0,Furnished,North,Ready to Move,20,0,2,Mumbai,46237.3,Luxury (2Cr+),65.1
Thane West,3,118.0,1462.0,Furnished,West,Under Construction,20,2,3,Mumbai,8071.14,Premium (1-2Cr),92.6
Goregaon East,1,56.11,862.0,Furnished,North,Under Construction,11,1,2,Mumbai,6509.28,Mid-Range (50-100L),96.8
Kandivali West,5,166.13,1596.0,Semi-Furnished,South,Under Construction,20,2,3,Mumbai,10409.15,Premium (1-2Cr),89.4
Kharghar,2,89.21,783.0,Unfurnished,South,Ready to Move,14,0,3,Mumbai,11393.36,Mid-Range (50-100L),94.6
Malad East,3,106.0,1080.0,Furnished,South,Under Construction,5,1,3,Mumbai,9814.81,Premium (1-2Cr),93.4
Ghatkopar West,1,43.71,853.0,Unfurnished,South,Ready to Move,22,1,2,Mumbai,5124.27,Affordable (<50L),97.6
Lower Parel,2,274.84,1090.0,Semi-Furnished,South,Ready to Move,12,1,1,Mumbai,25214.68,Luxury (2Cr+),82.1
Andheri West,3,297.16,1107.0,Unfurnished,West,Ready to Move,24,1,1,Mumbai,26843.72,Luxury (2Cr+),80.6
Airoli,4,137.43,1534.0,Furnished,North,Under Construction,15,2,3,Mumbai,8958.93,Premium (1-2Cr),91.3
Thane West,4,193.33,1013.0,Furnished,West,Ready to Move,16,0,3,Mumbai,19084.9,Premium (1-2Cr),87.6
Virar,2,35.08,759.0,Semi-Furnished,South,Ready to Move,7,2,1,Mumbai,4621.87,Affordable (<50L),98.2
Ghatkopar East,3,99.51,1468.0,Furnished,West,Ready to Move,13,0,3,Mumbai,6778.61,Mid-Range (50-100L),93.9
Parel,3,287.02,1209.0,Furnished,East,Under Construction,27,1,3,Mumbai,23740.28,Luxury (2Cr+),81.3
Chembur,2,82.81,791.0,Semi-Furnished,South,Under Construction,29,1,1,Mumbai,10469.03,Mid-Range (50-100L),95.0
Borivali East,2,91.64,1147.0,Furnished,North,Ready to Move,29,2,3,Mumbai,7989.54,Mid-Range (50-100L),94.4
Dadar,4,330.95,1416.0,Unfurnished,North,Under Construction,4,0,3,Mumbai,23372.18,Luxury (2Cr+),78.3
Kharghar,2,76.51,776.0,Furnished,East,Ready to Move,13,0,2,Mumbai,9859.54,Mid-Range (50-100L),95.4
Kandivali East,1,48.56,881.0,Unfurnished,West,Ready to Move,27,0,3,Mumbai,5511.92,Affordable (<50L),97.3
Lower Parel,4,657.19,1492.0,Semi-Furnished,West,Ready to Move,17,1,3,Mumbai,44047.59,Luxury (2Cr+),56.4
Ghatkopar East,1,40.52,840.0,Furnished,North,Ready to Move,21,2,1,Mumbai,4823.81,Affordable (<50L),97.8
Dahisar,2,66.14,1155.0,Semi-Furnished,South,Ready to Move,21,2,3,Mumbai,5726.41,Mid-Range (50-100L),96.1
Chembur,1,68.68,875.0,Unfurnished,East,Under Construction,3,2,2,Mumbai,7849.14,Mid-Range (50-100L),96.0
Mulund East,4,141.02,1373.0,Furnished,West,Ready to Move,25,2,3,Mumbai,10270.94,Premium (1-2Cr),91.1
Andheri West,3,155.97,886.0,Unfurnished,North,Ready to Move,17,0,2,Mumbai,17603.84,Premium (1-2Cr),90.1
Kurla,2,90.47,1165.0,Semi-Furnished,West,Under Construction,6,0,3,Mumbai,7765.67,Mid-Range (50-100L),94.5
Kandivali East,4,119.67,1335.0,Furnished,East,Ready to Move,2,2,2,Mumbai,8964.04,Premium (1-2Cr),92.5
Nalasopara,1,16.38,617.0,Semi-Furnished,West,Ready to Move,5,2,3,Mumbai,2654.78,Affordable (<50L),99.5
Bandra East,3,244.51,1033.0,Semi-Furnished,East,Under Construction,26,0,1,Mumbai,23669.89,Luxury (2Cr+),84.1
Mira Road,3,79.37,1366.0,Unfurnished,West,Under Construction,24,2,3,Mumbai,5810.4,Mid-Range (50-100L),95.2
Andheri West,5,303.02,1943.0,Unfurnished,South,Under Construction,24,1,3,Mumbai,15595.47,Luxury (2Cr+),80.2
Virar,4,45.92,1568.0,Unfurnished,South,Ready to Move,14,0,1,Mumbai,2928.57,Affordable (<50L),97.5
Kalyan,2,30.44,935.0,Semi-Furnished,East,Under Construction,20,1,2,Mumbai,3255.61,Affordable (<50L),98.5
Bandra West,3,606.53,1342.0,Furnished,North,Ready to Move,12,0,3,Mumbai,45195.98,Luxury (2Cr+),59.8
Parel,1,160.18,675.0,Unfurnished,South,Ready to Move,16,2,1,Mumbai,23730.37,Premium (1-2Cr),89.8
Dadar,1,76.62,670.0,Furnished,South,Ready to Move,20,1,3,Mumbai,11435.82,Mid-Range (50-100L),95.4
Dombivli,2,34.37,946.0,Semi-Furnished,West,Under Construction,15,1,1,Mumbai,3633.19,Affordable (<50L),98.3
Panvel,3,50.22,1205.0,Furnished,North,Under Construction,12,2,3,Mumbai,4167.63,Mid-Range (50-100L),97.2
Worli,1,139.05,856.0,Unfurnished,South,Ready to Move,8,1,2,Mumbai,16244.16,Premium (1-2Cr),91.2
Dadar,2,121.95,1113.0,Furnished,South,Ready to Move,26,0,3,Mumbai,10956.87,Premium (1-2Cr),92.4
Vasai,3,34.15,1230.0,Furnished,East,Ready to Move,16,1,1,Mumbai,2776.42,Affordable (<50L),98.3
Dahisar,2,68.28,966.0,Unfurnished,West,Ready to Move,27,2,3,Mumbai,7068.32,Mid-Range (50-100L),96.0
Lower Parel,5,876.14,1180.0,Semi-Furnished,East,Under Construction,15,1,3,Mumbai,74249.15,Luxury (2Cr+),41.7
Dadar,1,101.21,629.0,Unfurnished,East,Ready to Move,25,2,2,Mumbai,16090.62,Premium (1-2Cr),93.8
Panvel,1,15.8,864.0,Semi-Furnished,North,Ready to Move,17,1,2,Mumbai,1828.7,Affordable (<50L),99.5
Powai,1,112.26,675.0,Furnished,West,Ready to Move,14,1,3,Mumbai,16631.11,Premium (1-2Cr),93.0
Mulund West,3,168.57,1358.0,Unfurnished,East,Under Construction,3,1,3,Mumbai,12413.11,Premium (1-2Cr),89.2
Airoli,5,185.48,1655.0,Semi-Furnished,North,Ready to Move,26,1,2,Mumbai,11207.25,Premium (1-2Cr),88.1
Thane East,2,66.36,1057.0,Furnished,North,Under Construction,12,2,2,Mumbai,6278.15,Mid-Range (50-100L),96.1
Ulhasnagar,1,15.78,631.0,Unfurnished,South,Under Construction,16,0,3,Mumbai,2500.79,Affordable (<50L),99.5
Thane West,3,87.45,919.0,Furnished,West,Under Construction,14,0,3,Mumbai,9515.78,Mid-Range (50-100L),94.7
Dahisar,2,56.54,784.0,Furnished,West,Ready to Move,3,1,2,Mumbai,7211.73,Mid-Range (50-100L),96.8
Ghatkopar West,4,170.09,1669.0,Unfurnished,South,Under Construction,19,2,2,Mumbai,10191.13,Premium (1-2Cr),89.1
Mulund East,2,54.12,857.0,Semi-Furnished,East,Ready to Move,29,2,3,Mumbai,6315.05,Mid-Range (50-100L),96.9
Kalyan,3,74.33,1201.0,Semi-Furnished,East,Under Construction,12,0,2,Mumbai,6189.01,Mid-Range (50-100L),95.6
Thane East,3,98.35,1028.0,Semi-Furnished,South,Under Construction,16,2,2,Mumbai,9567.12,Mid-Range (50-100L),94.0
Goregaon West,1,61.96,664.0,Furnished,East,Ready to Move,5,1,2,Mumbai,9331.33,Mid-Range (50-100L),96.4
Airoli,1,30.01,824.0,Unfurnished,East,Ready to Move,10,2,1,Mumbai,3641.99,Affordable (<50L),98.6
Goregaon East,3,141.92,1130.0,Unfurnished,East,Ready to Move,23,1,2,Mumbai,12559.29,Premium (1-2Cr),91.0
Borivali West,2,79.15,909.0,Semi-Furnished,East,Under Construction,16,2,1,Mumbai,8707.37,Mid-Range (50-100L),95.3
Malad East,5,133.04,1523.0,Unfurnished,North,Ready to Move,25,1,2,Mumbai,8735.39,Premium (1-2Cr),91.6
Kalyan,5,75.06,1173.0,Furnished,West,Ready to Move,7,2,1,Mumbai,6398.98,Mid-Range (50-100L),95.5
Andheri East,4,221.16,1040.0,Unfurnished,South,Ready to Move,19,1,2,Mumbai,21265.38,Luxury (2Cr+),85.7
Parel,3,457.52,1054.0,Unfurnished,South,Under Construction,12,0,3,Mumbai,43407.97,Luxury (2Cr+),69.8
Nalasopara,3,44.54,1029.0,Unfurnished,North,Ready to Move,8,2,3,Mumbai,4328.47,Affordable (<50L),97.6
Goregaon East,1,37.31,661.0,Furnished,South,Ready to Move,26,1,3,Mumbai,5644.48,Affordable (<50L),98.1
Goregaon East,2,63.02,806.0,Semi-Furnished,North,Ready to Move,20,0,3,Mumbai,7818.86,Mid-Range (50-100L),96.3
Kurla,2,84.94,1047.0,Unfurnished,East,Under Construction,21,0,2,Mumbai,8112.7,Mid-Range (50-100L),94.9
Kurla,2,101.91,873.0,Semi-Furnished,West,Under Construction,16,1,3,Mumbai,11673.54,Premium (1-2Cr),93.7
Mira Road,2,65.46,797.0,Semi-Furnished,West,Ready to Move,4,1,3,Mumbai,8213.3,Mid-Range (50-100L),96.2
Mira Road,4,86.08,1329.0,Semi-Furnished,South,Ready to Move,15,0,3,Mumbai,6477.05,Mid-Range (50-100L),94.8
Malad West,2,63.29,723.0,Unfurnished,West,Ready to Move,5,1,2,Mumbai,8753.8,Mid-Range (50-100L),96.3
Bandra East,1,62.33,706.0,Unfurnished,North,Under Construction,19,1,2,Mumbai,8828.61,Mid-Range (50-100L),96.4
Panvel,2,74.3,1084.0,Unfurnished,South,Under Construction,2,1,3,Mumbai,6854.24,Mid-Range (50-100L),95.6
Vashi,1,46.53,776.0,Unfurnished,East,Ready to Move,11,0,2,Mumbai,5996.13,Affordable (<50L),97.4
Panvel,2,56.35,962.0,Unfurnished,East,Ready to Move,11,0,3,Mumbai,5857.59,Mid-Range (50-100L),96.8
Kandivali West,1,44.98,729.0,Unfurnished,West,Ready to Move,8,1,2,Mumbai,6170.1,Affordable (<50L),97.5
Goregaon West,2,91.89,1038.0,Furnished,West,Under Construction,17,1,3,Mumbai,8852.6,Mid-Range (50-100L),94.4
Chembur,2,87.73,1084.0,Furnished,West,Under Construction,10,0,3,Mumbai,8093.17,Mid-Range (50-100L),94.7
Vasai,3,35.89,1244.0,Semi-Furnished,North,Ready to Move,9,1,2,Mumbai,2885.05,Affordable (<50L),98.2
Dadar,1,97.02,594.0,Semi-Furnished,East,Under Construction,25,1,3,Mumbai,16333.33,Mid-Range (50-100L),94.1
Nalasopara,1,13.19,742.0,Semi-Furnished,North,Under Construction,25,1,2,Mumbai,1777.63,Affordable (<50L),99.7
Kurla,2,91.23,982.0,Furnished,West,Under Construction,14,0,2,Mumbai,9290.22,Mid-Range (50-100L),94.4
Vashi,1,61.94,692.0,Semi-Furnished,South,Ready to Move,4,1,3,Mumbai,8950.87,Mid-Range (50-100L),96.4
Mira Road,3,105.04,1290.0,Semi-Furnished,West,Ready to Move,23,0,2,Mumbai,8142.64,Premium (1-2Cr),93.5
Mulund East,2,92.34,1017.0,Semi-Furnished,North,Ready to Move,14,1,3,Mumbai,9079.65,Mid-Range (50-100L),94.4
Mulund East,1,46.28,745.0,Unfurnished,West,Under Construction,15,0,1,Mumbai,6212.08,Affordable (<50L),97.5
Kalyan,2,25.77,901.0,Unfurnished,West,Ready to Move,11,0,3,Mumbai,2860.16,Affordable (<50L),98.8
Ghatkopar West,2,88.53,827.0,Semi-Furnished,West,Ready to Move,8,0,2,Mumbai,10704.96,Mid-Range (50-100L),94.6
Kharghar,2,84.53,977.0,Unfurnished,East,Ready to Move,22,1,3,Mumbai,8652.0,Mid-Range (50-100L),94.9
Borivali West,4,140.45,1384.0,Unfurnished,South,Ready to Move,7,2,2,Mumbai,10148.12,Premium (1-2Cr),91.1
Kurla,3,167.11,1497.0,Semi-Furnished,North,Ready to Move,26,0,1,Mumbai,11162.99,Premium (1-2Cr),89.3
Thane West,1,40.83,789.0,Furnished,South,Ready to Move,1,2,3,Mumbai,5174.9,Affordable (<50L),97.8
Ulhasnagar,2,29.88,1047.0,Furnished,South,Ready to Move,7,2,2,Mumbai,2853.87,Affordable (<50L),98.6
Virar,4,48.5,1354.0,Furnished,East,Under Construction,11,2,3,Mumbai,3581.98,Affordable (<50L),97.3
Kandivali East,5,183.3,1418.0,Unfurnished,North,Ready to Move,28,0,3,Mumbai,12926.66,Premium (1-2Cr),88.3
Navi Mumbai,3,162.42,1158.0,Unfurnished,West,Ready to Move,26,1,2,Mumbai,14025.91,Premium (1-2Cr),89.7
Goregaon West,3,163.49,1027.0,Semi-Furnished,West,Under Construction,6,0,2,Mumbai,15919.18,Premium (1-2Cr),89.6
Lower Parel,1,197.24,741.0,Semi-Furnished,North,Under Construction,7,2,3,Mumbai,26618.08,Premium (1-2Cr),87.3
Bandra East,4,457.13,1616.0,Unfurnished,North,Ready to Move,5,1,3,Mumbai,28287.75,Luxury (2Cr+),69.9
Vashi,4,256.33,1667.0,Semi-Furnished,East,Under Construction,22,2,1,Mumbai,15376.72,Luxury (2Cr+),83.3
Kandivali West,5,194.93,2038.0,Unfurnished,East,Ready to Move,18,2,1,Mumbai,9564.77,Premium (1-2Cr),87.5
Parel,4,313.56,1271.0,Semi-Furnished,West,Ready to Move,28,0,2,Mumbai,24670.34,Luxury (2Cr+),79.5
Mulund East,2,74.85,758.0,Furnished,North,Under Construction,10,2,3,Mumbai,9874.67,Mid-Range (50-100L),95.5
Virar,3,42.05,1325.0,Furnished,West,Ready to Move,9,1,2,Mumbai,3173.58,Affordable (<50L),97.7
Kandivali West,1,38.65,668.0,Furnished,South,Ready to Move,28,1,3,Mumbai,5785.93,Affordable (<50L),98.0
Thane West,2,55.69,729.0,Furnished,North,Under Construction,18,0,3,Mumbai,7639.23,Mid-Range (50-100L),96.8
Ulhasnagar,3,36.44,1372.0,Semi-Furnished,South,Ready to Move,11,2,1,Mumbai,2655.98,Affordable (<50L),98.1
Thane East,2,44.18,916.0,Furnished,East,Ready to Move,16,1,2,Mumbai,4823.14,Affordable (<50L),97.6
Nalasopara,4,75.36,1064.0,Unfurnished,West,Under Construction,12,1,3,Mumbai,7082.71,Mid-Range (50-100L),95.5
Thane East,5,127.4,2044.0,Furnished,North,Under Construction,26,2,2,Mumbai,6232.88,Premium (1-2Cr),92.0
Borivali East,3,109.78,1371.0,Unfurnished,East,Under Construction,5,1,1,Mumbai,8007.29,Premium (1-2Cr),93.2
Dombivli,5,132.87,2053.0,Unfurnished,North,Ready to Move,22,0,3,Mumbai,6471.99,Premium (1-2Cr),91.6
Kurla,1,45.27,673.0,Semi-Furnished,South,Ready to Move,21,1,2,Mumbai,6726.6,Affordable (<50L),97.5
Bandra West,3,638.4,1099.0,Furnished,West,Ready to Move,12,2,2,Mumbai,58089.17,Luxury (2Cr+),57.7
Goregaon West,2,81.15,832.0,Semi-Furnished,East,Under Construction,22,1,3,Mumbai,9753.61,Mid-Range (50-100L),95.1
Borivali East,5,207.86,1719.0,Unfurnished,North,Under Construction,14,2,3,Mumbai,12091.91,Luxury (2Cr+),86.6
Ghatkopar East,2,97.67,986.0,Furnished,West,Under Construction,5,2,3,Mumbai,9905.68,Mid-Range (50-100L),94.0
Ghatkopar East,5,229.1,1505.0,Unfurnished,East,Ready to Move,15,2,2,Mumbai,15222.59,Luxury (2Cr+),85.2
Malad East,2,51.17,899.0,Furnished,East,Ready to Move,3,2,2,Mumbai,5691.88,Mid-Range (50-100L),97.1
Kharghar,2,36.4,713.0,Unfurnished,South,Ready to Move,3,0,3,Mumbai,5105.19,Affordable (<50L),98.1
Vikhroli,2,51.02,749.0,Semi-Furnished,West,Ready to Move,22,0,3,Mumbai,6811.75,Mid-Range (50-100L),97.1
Andheri West,5,483.79,1950.0,Furnished,East,Under Construction,12,0,1,Mumbai,24809.74,Luxury (2Cr+),68.1
Parel,4,356.42,1047.0,Semi-Furnished,North,Ready to Move,11,0,2,Mumbai,34042.02,Luxury (2Cr+),76.6
Powai,1,99.77,609.0,Unfurnished,South,Ready to Move,15,0,3,Mumbai,16382.59,Mid-Range (50-100L),93.9
Lower Parel,1,82.67,896.0,Unfurnished,West,Under Construction,6,2,3,Mumbai,9226.56,Mid-Range (50-100L),95.0
Powai,2,110.93,790.0,Unfurnished,West,Under Construction,10,2,3,Mumbai,14041.77,Premium (1-2Cr),93.1
Goregaon East,1,54.37,777.0,Unfurnished,North,Ready to Move,21,1,3,Mumbai,6997.43,Mid-Range (50-100L),96.9
Vashi,4,205.35,1592.0,Semi-Furnished,North,Under Construction,22,2,2,Mumbai,12898.87,Luxury (2Cr+),86.8
Goregaon East,3,118.35,1326.0,Furnished,North,Under Construction,27,0,1,Mumbai,8925.34,Premium (1-2Cr),92.6
Vasai,5,116.76,1770.0,Semi-Furnished,East,Under Construction,23,1,3,Mumbai,6596.61,Premium (1-2Cr),92.7
Ulhasnagar,3,29.71,1467.0,Furnished,West,Under Construction,21,0,1,Mumbai,2025.22,Affordable (<50L),98.6
Andheri West,3,183.98,1285.0,Unfurnished,North,Ready to Move,13,2,2,Mumbai,14317.51,Premium (1-2Cr),88.2
Nerul,1,44.33,620.0,Unfurnished,East,Under Construction,18,2,2,Mumbai,7150.0,Affordable (<50L),97.6
Kandivali West,1,27.36,795.0,Unfurnished,East,Ready to Move,13,0,3,Mumbai,3441.51,Affordable (<50L),98.7
Parel,3,404.52,1167.0,Unfurnished,South,Ready to Move,22,0,3,Mumbai,34663.24,Luxury (2Cr+),73.4
Thane West,4,108.47,1255.0,Furnished,West,Ready to Move,25,0,3,Mumbai,8643.03,Premium (1-2Cr),93.3
Goregaon West,1,72.48,611.0,Unfurnished,East,Under Construction,19,1,1,Mumbai,11862.52,Mid-Range (50-100L),95.7
Vashi,2,122.35,798.0,Furnished,East,Under Construction,11,1,1,Mumbai,15332.08,Premium (1-2Cr),92.4
Mulund East,1,45.0,833.0,Furnished,South,Under Construction,19,0,1,Mumbai,5402.16,Affordable (<50L),97.5
Navi Mumbai,1,29.41,620.0,Unfurnished,West,Under Construction,25,0,3,Mumbai,4743.55,Affordable (<50L),98.6
Borivali East,2,63.46,1008.0,Unfurnished,North,Ready to Move,10,1,1,Mumbai,6295.63,Mid-Range (50-100L),96.3
Thane East,3,86.43,1378.0,Unfurnished,South,Ready to Move,8,0,3,Mumbai,6272.13,Mid-Range (50-100L),94.8
Malad West,5,300.9,1169.0,Unfurnished,East,Under Construction,5,2,3,Mumbai,25739.95,Luxury (2Cr+),80.4
Kharghar,1,41.92,836.0,Semi-Furnished,East,Under Construction,29,2,1,Mumbai,5014.35,Affordable (<50L),97.8
Kandivali East,2,46.76,816.0,Furnished,West,Ready to Move,11,2,3,Mumbai,5730.39,Affordable (<50L),97.4
Powai,2,173.01,1037.0,Semi-Furnished,South,Under Construction,9,2,2,Mumbai,16683.7,Premium (1-2Cr),88.9
Nerul,3,162.82,1270.0,Unfurnished,East,Under Construction,26,2,3,Mumbai,12820.47,Premium (1-2Cr),89.6
Ghatkopar West,4,144.3,1263.0,Unfurnished,East,Ready to Move,2,0,3,Mumbai,11425.18,Premium (1-2Cr),90.9
Nalasopara,5,87.01,1499.0,Unfurnished,West,Ready to Move,22,0,2,Mumbai,5804.54,Mid-Range (50-100L),94.7
Airoli,2,66.17,1161.0,Furnished,South,Ready to Move,25,2,2,Mumbai,5699.4,Mid-Range (50-100L),96.1
Vikhroli,1,44.39,775.0,Semi-Furnished,North,Ready to Move,25,2,2,Mumbai,5727.74,Affordable (<50L),97.6
Kandivali East,1,30.87,833.0,Semi-Furnished,East,Ready to Move,13,0,2,Mumbai,3705.88,Affordable (<50L),98.5
Malad East,1,32.48,869.0,Semi-Furnished,North,Under Construction,29,1,1,Mumbai,3737.63,Affordable (<50L),98.4
Thane West,3,85.43,1008.0,Semi-Furnished,West,Under Construction,3,2,3,Mumbai,8475.2,Mid-Range (50-100L),94.8
Vikhroli,2,107.05,864.0,Unfurnished,West,Ready to Move,8,2,3,Mumbai,12390.05,Premium (1-2Cr),93.4
Ghatkopar East,3,172.01,936.0,Furnished,East,Ready to Move,8,1,3,Mumbai,18377.14,Premium (1-2Cr),89.0
Ulhasnagar,2,20.05,727.0,Unfurnished,East,Ready to Move,16,1,3,Mumbai,2757.91,Affordable (<50L),99.2
Nerul,4,197.75,1541.0,Furnished,West,Ready to Move,4,0,1,Mumbai,12832.58,Premium (1-2Cr),87.3
Thane West,2,88.41,1191.0,Unfurnished,South,Ready to Move,3,1,3,Mumbai,7423.17,Mid-Range (50-100L),94.6
Ghatkopar West,1,42.17,599.0,Semi-Furnished,West,Under Construction,14,1,2,Mumbai,7040.07,Affordable (<50L),97.7
Mulund West,1,51.36,645.0,Unfurnished,West,Ready to Move,13,0,2,Mumbai,7962.79,Mid-Range (50-100L),97.1
Vashi,3,127.64,941.0,Semi-Furnished,South,Ready to Move,13,0,2,Mumbai,13564.29,Premium (1-2Cr),92.0
Mulund West,4,137.4,1134.0,Unfurnished,East,Ready to Move,29,0,2,Mumbai,12116.4,Premium (1-2Cr),91.3
Andheri East,1,57.05,854.0,Semi-Furnished,East,Under Construction,21,0,3,Mumbai,6680.33,Mid-Range (50-100L),96.7
Airoli,2,84.75,1127.0,Furnished,North,Ready to Move,16,1,2,Mumbai,7519.96,Mid-Range (50-100L),94.9
Bandra East,2,222.42,1073.0,Furnished,North,Ready to Move,5,0,3,Mumbai,20728.8,Luxury (2Cr+),85.6
Mulund East,2,51.67,802.0,Furnished,West,Ready to Move,2,0,2,Mumbai,6442.64,Mid-Range (50-100L),97.1
Mira Road,3,108.76,1332.0,Unfurnished,East,Under Construction,27,1,1,Mumbai,8165.17,Premium (1-2Cr),93.3
Thane East,3,129.23,1130.0,Furnished,West,Ready to Move,11,2,1,Mumbai,11436.28,Premium (1-2Cr),91.9
Lower Parel,5,466.36,1184.0,Semi-Furnished,West,Under Construction,2,2,2,Mumbai,39388.51,Luxury (2Cr+),69.2
Vashi,3,153.34,903.0,Semi-Furnished,East,Ready to Move,5,2,3,Mumbai,16981.17,Premium (1-2Cr),90.3
Thane West,1,46.25,553.0,Semi-Furnished,West,Under Construction,4,2,2,Mumbai,8363.47,Affordable (<50L),97.5
Kandivali West,3,104.41,1359.0,Semi-Furnished,East,Under Construction,18,2,3,Mumbai,7682.86,Premium (1-2Cr),93.6
